OTU ID	HE327A	HE327C	HE327D	HE327E	HE327F	HE327G	HE327J	HE327K	HE327L	HE327N
otu4115	0	0	0	0	1	0	0	0	0	0
otu4117	0	0	0	0	0	1	0	0	0	0
otu4119	1	0	0	0	0	0	0	0	0	0
otu4120	0	0	0	0	0	0	1	0	0	0
otu4121	0	1	0	0	0	0	0	0	0	0
otu4123	0	0	1	0	0	0	0	0	0	0
otu4125	0	0	0	0	0	0	0	0	1	0
otu4126	0	0	1	0	0	0	0	0	0	0
otu4128	1	0	0	0	0	0	0	0	0	0
otu4129	0	0	0	0	0	0	0	0	1	0
otu4131	1	0	0	0	0	0	0	0	0	0
otu4132	1	0	0	0	0	0	0	0	0	0
otu4133	0	0	0	0	0	0	1	0	0	0
otu4135	0	0	1	0	0	0	0	0	0	0
otu4136	0	0	1	0	0	0	0	0	0	0
otu4137	0	0	0	0	0	0	0	1	0	0
otu414	0	0	1	0	0	0	0	0	0	0
otu4140	0	0	0	0	0	0	0	0	1	0
otu4141	0	0	0	0	0	0	0	0	1	0
otu4142	0	0	0	0	1	0	0	0	0	0
otu4145	0	0	0	0	0	0	1	0	0	0
otu4146	0	0	0	0	0	1	0	0	0	0
otu4148	0	1	0	0	0	0	0	0	0	0
otu4149	0	0	1	0	0	0	0	0	0	0
otu4150	0	0	0	0	0	0	0	0	0	1
otu4153	0	0	0	1	0	0	0	0	0	0
otu4154	1	0	0	0	0	0	0	0	0	0
otu4155	0	0	0	0	1	0	0	0	0	0
otu4157	0	0	0	1	0	0	0	0	0	0
otu4158	0	0	0	1	0	0	0	0	0	0
otu4159	0	1	0	0	0	0	0	0	0	0
otu4161	0	0	0	1	0	0	0	0	0	0
otu4163	0	0	0	0	1	0	0	0	0	0
otu4164	0	0	0	0	0	1	0	0	0	0
otu4166	0	0	0	1	0	0	0	0	0	0
otu4169	0	0	0	1	0	0	0	0	0	0
otu417	1	0	0	0	0	0	0	0	0	0
otu4170	0	0	0	1	0	0	0	0	0	0
otu4171	0	0	0	0	0	0	1	0	0	0
otu4173	0	0	0	0	1	0	0	0	0	0
otu4174	0	0	0	0	1	0	0	0	0	0
otu4177	0	0	0	0	0	0	1	0	0	0
otu4178	0	0	1	0	0	0	0	0	0	0
otu418	1	0	0	0	0	0	0	0	0	0
otu4180	0	0	0	0	1	0	0	0	0	0
otu4181	0	0	0	0	0	0	0	0	1	0
otu4182	0	0	1	0	0	0	0	0	0	0
otu4183	0	0	0	0	0	1	0	0	0	0
otu4184	0	0	0	0	0	1	0	0	0	0
otu4185	0	0	0	0	0	0	0	0	1	0
otu4187	0	0	1	0	0	0	0	0	0	0
otu4188	0	0	0	0	0	0	0	0	0	1
otu4189	0	0	0	0	0	0	1	0	0	0
otu419	0	0	0	1	0	0	0	0	0	0
otu4190	0	0	0	0	1	0	0	0	0	0
otu4191	1	0	0	0	0	0	0	0	0	0
otu4192	0	0	0	0	0	0	1	0	0	0
otu4194	0	0	0	0	0	1	0	0	0	0
otu4198	0	0	0	0	0	0	0	0	1	0
otu4201	0	0	1	0	0	0	0	0	0	0
otu4203	0	0	1	0	0	0	0	0	0	0
otu4204	0	1	0	0	0	0	0	0	0	0
otu4205	0	0	0	0	0	0	0	1	0	0
otu4206	0	0	0	0	0	0	0	0	1	0
otu4207	1	0	0	0	0	0	0	0	0	0
otu4209	0	0	0	0	0	0	0	0	1	0
otu4210	0	0	0	0	0	0	1	0	0	0
otu4212	0	0	0	0	1	0	0	0	0	0
otu4215	0	0	0	0	0	0	0	0	1	0
otu4217	0	0	0	0	0	0	1	0	0	0
otu4218	0	1	0	0	0	0	0	0	0	0
otu4219	0	0	1	0	0	0	0	0	0	0
otu4220	0	1	0	0	0	0	0	0	0	0
otu4223	0	1	0	0	0	0	0	0	0	0
otu4225	0	0	0	1	0	0	0	0	0	0
otu4226	0	0	0	0	1	0	0	0	0	0
otu4227	0	0	0	0	0	0	0	0	1	0
otu4228	0	1	0	0	0	0	0	0	0	0
otu4230	0	0	0	0	0	0	0	0	0	1
otu4232	0	1	0	0	0	0	0	0	0	0
otu4233	1	0	0	0	0	0	0	0	0	0
otu4234	0	0	0	0	1	0	0	0	0	0
otu4237	0	0	0	0	0	0	1	0	0	0
otu4238	0	1	0	0	0	0	0	0	0	0
otu4239	0	1	0	0	0	0	0	0	0	0
otu4240	0	0	0	1	0	0	0	0	0	0
otu4241	0	1	0	0	0	0	0	0	0	0
otu4242	0	0	1	0	0	0	0	0	0	0
otu4245	0	0	0	0	1	0	0	0	0	0
otu4247	0	0	0	0	1	0	0	0	0	0
otu4252	0	0	0	0	0	1	0	0	0	0
otu4253	0	1	0	0	0	0	0	0	0	0
otu4254	0	0	0	0	1	0	0	0	0	0
otu4255	0	1	0	0	0	0	0	0	0	0
otu4256	0	0	0	0	0	0	0	0	0	1
otu4258	0	0	0	1	0	0	0	0	0	0
otu4259	0	0	0	0	0	0	1	0	0	0
otu426	1	0	0	0	0	0	0	0	0	0
otu4261	0	0	0	0	0	1	0	0	0	0
otu4262	0	0	0	1	0	0	0	0	0	0
otu4263	0	0	0	1	0	0	0	0	0	0
otu4264	0	0	0	0	0	1	0	0	0	0
otu4266	0	0	0	0	0	0	1	0	0	0
otu4269	0	0	0	0	0	0	0	1	0	0
otu4270	0	0	0	0	0	1	0	0	0	0
otu4271	0	1	0	0	0	0	0	0	0	0
otu4272	0	0	0	0	0	0	0	1	0	0
otu4274	0	1	0	0	0	0	0	0	0	0
otu4276	0	1	0	0	0	0	0	0	0	0
otu4280	0	0	0	0	0	0	1	0	0	0
otu4281	0	0	1	0	0	0	0	0	0	0
otu4283	0	0	0	0	1	0	0	0	0	0
otu4285	0	0	0	0	0	1	0	0	0	0
otu4286	1	0	0	0	0	0	0	0	0	0
otu4287	1	0	0	0	0	0	0	0	0	0
otu4291	0	0	0	0	0	0	0	0	1	0
otu4292	0	1	0	0	0	0	0	0	0	0
otu4293	0	0	0	0	0	0	0	0	1	0
otu4294	0	1	0	0	0	0	0	0	0	0
otu4295	0	0	0	1	0	0	0	0	0	0
otu4296	0	0	0	0	0	1	0	0	0	0
otu4297	1	0	0	0	0	0	0	0	0	0
otu4298	0	0	0	0	0	0	0	0	1	0
otu4300	0	0	0	0	0	1	0	0	0	0
otu4301	0	0	0	0	0	0	0	0	1	0
otu4302	0	1	0	0	0	0	0	0	0	0
otu4303	0	0	0	0	0	1	0	0	0	0
otu4304	1	0	0	0	0	0	0	0	0	0
otu4305	1	0	0	0	0	0	0	0	0	0
otu4308	0	0	0	1	0	0	0	0	0	0
otu4309	0	0	1	0	0	0	0	0	0	0
otu4310	0	0	1	0	0	0	0	0	0	0
otu4311	0	0	0	0	0	0	1	0	0	0
otu4312	0	0	0	0	1	0	0	0	0	0
otu4313	0	0	0	0	0	0	0	0	0	1
otu4315	0	0	0	0	0	0	0	1	0	0
otu4317	0	0	0	0	1	0	0	0	0	0
otu4318	1	0	0	0	0	0	0	0	0	0
otu4319	0	0	0	0	0	0	0	0	1	0
otu432	1	0	0	0	0	0	0	0	0	0
otu4321	0	0	0	1	0	0	0	0	0	0
otu4322	0	0	0	1	0	0	0	0	0	0
otu4323	0	1	0	0	0	0	0	0	0	0
otu4325	0	1	0	0	0	0	0	0	0	0
otu4326	0	0	1	0	0	0	0	0	0	0
otu433	0	0	0	0	0	0	0	1	0	0
otu4330	0	0	1	0	0	0	0	0	0	0
otu4334	0	0	0	0	1	0	0	0	0	0
otu4337	0	0	0	0	0	0	0	1	0	0
otu4338	0	0	0	0	0	1	0	0	0	0
otu4339	0	0	0	0	0	1	0	0	0	0
otu4340	0	0	0	0	0	1	0	0	0	0
otu4341	1	0	0	0	0	0	0	0	0	0
otu4342	0	0	0	0	0	1	0	0	0	0
otu4344	0	0	1	0	0	0	0	0	0	0
otu4345	0	0	0	0	0	0	0	0	1	0
otu4346	0	0	0	0	0	0	1	0	0	0
otu4347	0	0	0	0	0	0	0	0	1	0
otu4349	0	0	0	0	0	0	1	0	0	0
otu435	1	0	0	0	0	0	0	0	0	0
otu4350	0	0	0	0	0	0	1	0	0	0
otu4352	0	0	0	0	0	0	0	0	1	0
otu4354	0	0	0	0	0	1	0	0	0	0
otu4355	0	0	0	1	0	0	0	0	0	0
otu4356	0	0	0	1	0	0	0	0	0	0
otu4358	0	0	0	1	0	0	0	0	0	0
otu4359	0	1	0	0	0	0	0	0	0	0
otu4360	0	0	1	0	0	0	0	0	0	0
otu4361	1	0	0	0	0	0	0	0	0	0
otu4362	0	0	0	0	0	0	1	0	0	0
otu4364	0	0	0	0	0	0	1	0	0	0
otu4365	0	0	0	1	0	0	0	0	0	0
otu4366	0	1	0	0	0	0	0	0	0	0
otu4367	0	0	0	1	0	0	0	0	0	0
otu4368	1	0	0	0	0	0	0	0	0	0
otu4369	0	0	1	0	0	0	0	0	0	0
otu4370	0	0	0	0	0	0	1	0	0	0
otu4372	0	0	1	0	0	0	0	0	0	0
otu4373	0	0	0	1	0	0	0	0	0	0
otu4375	0	0	0	0	0	0	1	0	0	0
otu4376	0	0	0	0	0	0	1	0	0	0
otu4378	0	1	0	0	0	0	0	0	0	0
otu4379	0	0	0	0	0	0	1	0	0	0
otu4380	0	1	0	0	0	0	0	0	0	0
otu4381	0	0	0	0	0	0	0	1	0	0
otu4382	0	0	0	1	0	0	0	0	0	0
otu4384	0	1	0	0	0	0	0	0	0	0
otu4385	0	0	1	0	0	0	0	0	0	0
otu4386	1	0	0	0	0	0	0	0	0	0
otu4387	0	1	0	0	0	0	0	0	0	0
otu4388	0	0	0	0	0	0	0	0	0	1
otu4390	1	0	0	0	0	0	0	0	0	0
otu4391	1	0	0	0	0	0	0	0	0	0
otu4392	0	0	0	0	0	0	0	0	0	1
otu4393	1	0	0	0	0	0	0	0	0	0
otu4396	0	0	0	0	0	0	0	0	1	0
otu4397	1	0	0	0	0	0	0	0	0	0
otu4399	0	0	0	0	0	1	0	0	0	0
otu44	0	0	0	0	0	0	1	0	0	0
otu4402	0	0	0	1	0	0	0	0	0	0
otu4404	0	0	0	0	1	0	0	0	0	0
otu4406	0	0	0	0	0	0	0	0	1	0
otu4409	0	0	0	0	0	0	0	0	1	0
otu4410	0	0	0	0	0	0	0	1	0	0
otu4413	1	0	0	0	0	0	0	0	0	0
otu4414	1	0	0	0	0	0	0	0	0	0
otu4415	0	1	0	0	0	0	0	0	0	0
otu4416	0	0	0	1	0	0	0	0	0	0
otu4417	0	0	0	0	0	0	1	0	0	0
otu4418	1	0	0	0	0	0	0	0	0	0
otu4419	0	0	1	0	0	0	0	0	0	0
otu442	0	1	0	0	0	0	0	0	0	0
otu4421	0	0	1	0	0	0	0	0	0	0
otu4422	0	0	0	1	0	0	0	0	0	0
otu4423	0	0	0	1	0	0	0	0	0	0
otu4424	0	0	0	1	0	0	0	0	0	0
otu4426	1	0	0	0	0	0	0	0	0	0
otu4427	0	1	0	0	0	0	0	0	0	0
otu4428	0	0	0	0	0	0	1	0	0	0
otu443	0	0	1	0	0	0	0	0	0	0
otu4432	1	0	0	0	0	0	0	0	0	0
otu4434	0	0	0	1	0	0	0	0	0	0
otu4435	0	0	0	0	0	0	0	0	1	0
otu4436	0	0	0	0	0	0	0	0	1	0
otu4438	0	0	0	0	0	0	0	1	0	0
otu444	0	0	0	0	0	0	0	1	0	0
otu4440	0	0	0	0	0	0	0	0	1	0
otu4441	0	0	0	0	0	0	0	1	0	0
otu4445	0	0	0	0	0	1	0	0	0	0
otu4446	0	0	0	1	0	0	0	0	0	0
otu4447	0	0	0	1	0	0	0	0	0	0
otu4448	0	0	1	0	0	0	0	0	0	0
otu4449	0	1	0	0	0	0	0	0	0	0
otu4450	1	0	0	0	0	0	0	0	0	0
otu4454	0	0	0	0	0	0	0	0	0	1
otu4456	0	0	0	0	0	0	0	1	0	0
otu4457	0	1	0	0	0	0	0	0	0	0
otu4458	0	0	1	0	0	0	0	0	0	0
otu4459	0	0	0	1	0	0	0	0	0	0
otu446	1	0	0	0	0	0	0	0	0	0
otu4460	1	0	0	0	0	0	0	0	0	0
otu4462	0	0	0	0	0	1	0	0	0	0
otu4463	0	0	0	0	1	0	0	0	0	0
otu4465	1	0	0	0	0	0	0	0	0	0
otu4467	0	0	0	0	0	0	0	0	1	0
otu4468	0	0	0	0	0	0	0	0	1	0
otu4469	0	0	1	0	0	0	0	0	0	0
otu447	0	0	1	0	0	0	0	0	0	0
otu4472	0	0	0	0	0	0	0	0	1	0
otu4474	0	1	0	0	0	0	0	0	0	0
otu4476	0	0	0	1	0	0	0	0	0	0
otu4478	0	0	0	1	0	0	0	0	0	0
otu448	0	1	0	0	0	0	0	0	0	0
otu4480	0	0	0	0	1	0	0	0	0	0
otu4483	0	0	0	0	1	0	0	0	0	0
otu4484	0	0	0	0	0	0	0	0	0	1
otu4485	0	0	0	0	1	0	0	0	0	0
otu4486	0	1	0	0	0	0	0	0	0	0
otu4487	0	0	0	1	0	0	0	0	0	0
otu4491	1	0	0	0	0	0	0	0	0	0
otu4492	0	0	1	0	0	0	0	0	0	0
otu4493	0	0	0	0	1	0	0	0	0	0
otu4495	0	0	0	0	0	0	0	1	0	0
otu4496	0	0	0	0	0	0	0	0	1	0
otu4497	0	0	0	0	0	0	0	0	1	0
otu4498	1	0	0	0	0	0	0	0	0	0
otu4499	0	0	0	0	0	1	0	0	0	0
otu45	0	0	0	0	1	0	0	0	0	0
otu450	0	1	0	0	0	0	0	0	0	0
otu4502	0	0	1	0	0	0	0	0	0	0
otu4503	1	0	0	0	0	0	0	0	0	0
otu4504	0	0	0	0	1	0	0	0	0	0
otu4507	0	0	0	0	1	0	0	0	0	0
otu4508	0	0	0	0	0	0	0	1	0	0
otu4510	0	0	0	0	0	0	0	0	1	0
otu4512	0	0	1	0	0	0	0	0	0	0
otu4513	0	0	0	0	1	0	0	0	0	0
otu4516	0	0	0	1	0	0	0	0	0	0
otu4517	0	0	0	1	0	0	0	0	0	0
otu4519	0	0	1	0	0	0	0	0	0	0
otu4520	0	0	0	1	0	0	0	0	0	0
otu4523	0	0	0	0	0	0	1	0	0	0
otu4524	0	0	0	0	0	0	1	0	0	0
otu4525	0	1	0	0	0	0	0	0	0	0
otu4526	0	0	0	0	0	1	0	0	0	0
otu4528	0	0	1	0	0	0	0	0	0	0
otu4531	0	0	1	0	0	0	0	0	0	0
otu4532	0	0	1	0	0	0	0	0	0	0
otu4533	0	1	0	0	0	0	0	0	0	0
otu4534	0	0	0	0	1	0	0	0	0	0
otu4536	0	0	0	0	0	0	1	0	0	0
otu4537	0	0	0	0	0	0	0	1	0	0
otu4538	0	0	0	0	0	0	0	1	0	0
otu4539	0	1	0	0	0	0	0	0	0	0
otu454	0	0	0	0	0	0	1	0	0	0
otu4541	0	0	0	0	0	1	0	0	0	0
otu4542	0	1	0	0	0	0	0	0	0	0
otu4543	1	0	0	0	0	0	0	0	0	0
otu4544	0	0	0	0	1	0	0	0	0	0
otu4545	0	0	1	0	0	0	0	0	0	0
otu4546	0	0	0	0	0	0	0	1	0	0
otu4547	0	0	0	1	0	0	0	0	0	0
otu4548	0	0	0	1	0	0	0	0	0	0
otu4549	0	0	0	1	0	0	0	0	0	0
otu4550	0	0	1	0	0	0	0	0	0	0
otu4552	0	0	0	1	0	0	0	0	0	0
otu4554	0	0	0	0	0	0	0	0	1	0
otu4555	0	0	1	0	0	0	0	0	0	0
otu4557	0	1	0	0	0	0	0	0	0	0
otu4559	0	0	0	0	1	0	0	0	0	0
otu4561	0	0	0	0	0	0	1	0	0	0
otu4562	1	0	0	0	0	0	0	0	0	0
otu4564	0	0	0	0	1	0	0	0	0	0
otu4566	0	0	0	0	0	0	0	1	0	0
otu4567	1	0	0	0	0	0	0	0	0	0
otu4575	0	0	0	0	0	0	1	0	0	0
otu4576	0	0	0	0	1	0	0	0	0	0
otu4577	0	0	0	0	0	0	0	0	1	0
otu4578	0	0	0	0	1	0	0	0	0	0
otu458	0	0	0	0	0	0	0	0	1	0
otu4580	1	0	0	0	0	0	0	0	0	0
otu4582	1	0	0	0	0	0	0	0	0	0
otu4583	0	0	1	0	0	0	0	0	0	0
otu4584	0	0	1	0	0	0	0	0	0	0
otu4585	0	1	0	0	0	0	0	0	0	0
otu4586	0	1	0	0	0	0	0	0	0	0
otu4587	0	0	0	0	0	0	1	0	0	0
otu459	0	0	0	0	0	1	0	0	0	0
otu4590	0	0	0	1	0	0	0	0	0	0
otu4593	0	0	0	0	0	0	0	0	1	0
otu4594	0	1	0	0	0	0	0	0	0	0
otu4597	0	0	0	0	0	0	1	0	0	0
otu4598	0	0	0	0	0	1	0	0	0	0
otu4599	1	0	0	0	0	0	0	0	0	0
otu460	0	0	0	0	0	0	1	0	0	0
otu4600	0	0	0	0	1	0	0	0	0	0
otu4602	1	0	0	0	0	0	0	0	0	0
otu4603	0	0	0	0	1	0	0	0	0	0
otu4604	0	0	1	0	0	0	0	0	0	0
otu4606	0	0	0	0	0	1	0	0	0	0
otu4607	1	0	0	0	0	0	0	0	0	0
otu4608	0	0	0	1	0	0	0	0	0	0
otu4609	0	0	1	0	0	0	0	0	0	0
otu461	1	0	0	0	0	0	0	0	0	0
otu4610	0	0	0	0	1	0	0	0	0	0
otu4612	0	1	0	0	0	0	0	0	0	0
otu4613	0	0	0	0	0	0	1	0	0	0
otu4614	0	0	1	0	0	0	0	0	0	0
otu4615	0	0	0	0	0	0	0	0	1	0
otu4616	0	0	0	0	1	0	0	0	0	0
otu4618	0	0	1	0	0	0	0	0	0	0
otu4619	0	0	0	1	0	0	0	0	0	0
otu462	1	0	0	0	0	0	0	0	0	0
otu4620	0	0	0	0	0	0	0	0	1	0
otu4622	0	0	0	0	0	0	0	0	1	0
otu4623	1	0	0	0	0	0	0	0	0	0
otu4625	1	0	0	0	0	0	0	0	0	0
otu4626	0	0	0	0	0	0	1	0	0	0
otu4628	0	0	0	0	0	0	0	0	1	0
otu4629	0	0	1	0	0	0	0	0	0	0
otu463	0	1	0	0	0	0	0	0	0	0
otu4630	0	0	0	1	0	0	0	0	0	0
otu4632	0	1	0	0	0	0	0	0	0	0
otu4633	1	0	0	0	0	0	0	0	0	0
otu4634	0	0	0	0	0	0	1	0	0	0
otu4637	0	0	0	1	0	0	0	0	0	0
otu4638	0	0	1	0	0	0	0	0	0	0
otu4639	0	0	0	0	0	1	0	0	0	0
otu464	0	0	0	0	0	1	0	0	0	0
otu4640	0	0	0	1	0	0	0	0	0	0
otu4641	0	1	0	0	0	0	0	0	0	0
otu4642	1	0	0	0	0	0	0	0	0	0
otu4643	0	0	0	0	1	0	0	0	0	0
otu4644	0	0	0	0	0	0	0	0	1	0
otu4645	1	0	0	0	0	0	0	0	0	0
otu4646	0	0	0	0	0	0	1	0	0	0
otu4647	0	0	0	1	0	0	0	0	0	0
otu4648	0	0	0	0	1	0	0	0	0	0
otu4649	1	0	0	0	0	0	0	0	0	0
otu465	0	0	0	0	0	1	0	0	0	0
otu4650	0	1	0	0	0	0	0	0	0	0
otu4651	0	0	1	0	0	0	0	0	0	0
otu4654	0	0	0	0	0	0	0	0	1	0
otu4655	0	1	0	0	0	0	0	0	0	0
otu4658	0	0	0	0	0	0	0	0	1	0
otu4660	0	0	0	0	0	0	1	0	0	0
otu4663	0	0	0	0	0	0	1	0	0	0
otu4664	0	0	0	0	1	0	0	0	0	0
otu4666	0	0	1	0	0	0	0	0	0	0
otu4667	0	0	0	0	0	0	1	0	0	0
otu467	0	1	0	0	0	0	0	0	0	0
otu4670	0	0	0	0	0	0	1	0	0	0
otu4671	0	0	0	0	1	0	0	0	0	0
otu4672	0	0	1	0	0	0	0	0	0	0
otu4673	0	1	0	0	0	0	0	0	0	0
otu4675	0	0	0	0	0	0	0	0	1	0
otu4678	0	0	0	0	0	0	1	0	0	0
otu4679	0	0	0	0	0	1	0	0	0	0
otu468	0	1	0	0	0	0	0	0	0	0
otu4681	0	1	0	0	0	0	0	0	0	0
otu4682	0	1	0	0	0	0	0	0	0	0
otu4683	0	0	0	0	0	0	1	0	0	0
otu4685	0	0	0	0	0	1	0	0	0	0
otu4686	0	0	0	0	0	0	1	0	0	0
otu4687	0	0	1	0	0	0	0	0	0	0
otu4688	0	0	0	0	0	0	0	1	0	0
otu469	0	0	0	0	0	1	0	0	0	0
otu4691	0	0	0	0	0	1	0	0	0	0
otu4692	0	0	0	0	0	1	0	0	0	0
otu4693	0	0	0	0	0	1	0	0	0	0
otu4694	0	0	0	0	1	0	0	0	0	0
otu4695	0	0	0	0	0	0	0	0	1	0
otu4696	0	0	0	1	0	0	0	0	0	0
otu4697	0	0	0	0	0	0	0	0	1	0
otu4698	0	0	0	0	0	1	0	0	0	0
otu4702	0	0	0	0	0	1	0	0	0	0
otu4703	0	0	0	0	0	1	0	0	0	0
otu4704	0	0	0	0	0	1	0	0	0	0
otu4706	0	0	0	0	0	0	1	0	0	0
otu4707	0	0	0	1	0	0	0	0	0	0
otu4708	0	0	0	0	0	1	0	0	0	0
otu471	0	0	0	0	1	0	0	0	0	0
otu4710	0	0	0	1	0	0	0	0	0	0
otu4711	1	0	0	0	0	0	0	0	0	0
otu4712	0	0	0	1	0	0	0	0	0	0
otu4713	0	0	0	1	0	0	0	0	0	0
otu4714	0	0	0	0	1	0	0	0	0	0
otu4715	0	0	0	0	0	0	0	0	1	0
otu4717	0	0	1	0	0	0	0	0	0	0
otu4718	0	0	0	1	0	0	0	0	0	0
otu4719	0	0	0	0	0	1	0	0	0	0
otu472	0	0	0	0	1	0	0	0	0	0
otu4721	0	1	0	0	0	0	0	0	0	0
otu4725	0	0	0	0	0	0	1	0	0	0
otu4726	0	1	0	0	0	0	0	0	0	0
otu4727	0	0	0	1	0	0	0	0	0	0
otu4728	0	0	0	0	0	0	0	0	0	1
otu4729	0	0	0	0	1	0	0	0	0	0
otu473	0	1	0	0	0	0	0	0	0	0
otu4730	0	0	0	0	0	0	0	0	1	0
otu4731	0	0	0	0	0	1	0	0	0	0
otu4732	0	0	1	0	0	0	0	0	0	0
otu4733	0	0	0	0	0	0	0	0	0	1
otu4734	0	0	0	0	0	0	0	0	1	0
otu4735	0	1	0	0	0	0	0	0	0	0
otu4740	0	0	0	1	0	0	0	0	0	0
otu4741	0	0	0	0	1	0	0	0	0	0
otu4742	0	0	1	0	0	0	0	0	0	0
otu4744	0	1	0	0	0	0	0	0	0	0
otu4745	0	0	0	0	0	1	0	0	0	0
otu4746	0	0	0	0	1	0	0	0	0	0
otu4748	0	0	0	1	0	0	0	0	0	0
otu4749	0	0	0	0	0	0	1	0	0	0
otu475	0	0	0	1	0	0	0	0	0	0
otu4750	0	0	0	0	0	0	0	0	1	0
otu4751	0	0	0	0	0	0	0	0	1	0
otu4753	0	0	1	0	0	0	0	0	0	0
otu4754	0	0	1	0	0	0	0	0	0	0
otu4755	1	0	0	0	0	0	0	0	0	0
otu4756	1	0	0	0	0	0	0	0	0	0
otu4757	0	0	0	0	1	0	0	0	0	0
otu4759	0	0	0	0	0	1	0	0	0	0
otu4760	0	0	0	0	1	0	0	0	0	0
otu4761	0	1	0	0	0	0	0	0	0	0
otu4762	0	0	0	1	0	0	0	0	0	0
otu4763	0	0	0	0	0	0	0	0	0	1
otu4764	0	0	0	0	0	0	0	1	0	0
otu4765	0	0	0	0	1	0	0	0	0	0
otu4767	1	0	0	0	0	0	0	0	0	0
otu4769	0	0	1	0	0	0	0	0	0	0
otu4770	0	0	0	0	0	0	0	0	1	0
otu4771	0	0	0	0	0	0	0	0	1	0
otu4772	0	0	0	0	0	0	0	0	0	1
otu4775	0	0	0	0	0	0	1	0	0	0
otu4776	0	0	0	0	0	0	1	0	0	0
otu4777	0	0	0	0	1	0	0	0	0	0
otu4778	0	0	0	0	0	0	1	0	0	0
otu4780	0	0	0	0	0	1	0	0	0	0
otu4781	0	0	0	0	0	0	0	0	1	0
otu4782	0	0	0	0	1	0	0	0	0	0
otu4783	0	0	0	0	0	0	1	0	0	0
otu4784	0	0	0	1	0	0	0	0	0	0
otu4788	0	0	1	0	0	0	0	0	0	0
otu479	0	0	0	0	0	1	0	0	0	0
otu4790	0	0	0	0	0	0	1	0	0	0
otu4791	0	0	0	0	0	0	0	0	0	1
otu4792	0	0	1	0	0	0	0	0	0	0
otu4794	0	0	0	0	0	1	0	0	0	0
otu4796	1	0	0	0	0	0	0	0	0	0
otu4797	0	0	0	0	0	1	0	0	0	0
otu4799	0	0	0	0	1	0	0	0	0	0
otu480	1	0	0	0	0	0	0	0	0	0
otu4801	0	0	0	0	0	1	0	0	0	0
otu4802	0	0	0	0	1	0	0	0	0	0
otu4803	0	0	0	0	0	0	0	0	1	0
otu4804	0	0	1	0	0	0	0	0	0	0
otu4805	0	1	0	0	0	0	0	0	0	0
otu4806	0	0	0	0	0	0	0	0	1	0
otu4807	0	0	0	0	0	0	0	0	0	1
otu4808	0	0	1	0	0	0	0	0	0	0
otu4810	0	0	0	0	0	0	0	0	1	0
otu4811	1	0	0	0	0	0	0	0	0	0
otu4812	0	0	1	0	0	0	0	0	0	0
otu4813	0	0	0	1	0	0	0	0	0	0
otu4814	0	0	0	0	0	1	0	0	0	0
otu4815	0	0	0	0	1	0	0	0	0	0
otu4816	1	0	0	0	0	0	0	0	0	0
otu4817	0	0	0	1	0	0	0	0	0	0
otu4819	0	0	1	0	0	0	0	0	0	0
otu4821	0	0	0	0	1	0	0	0	0	0
otu4822	0	0	1	0	0	0	0	0	0	0
otu4823	0	0	0	0	0	0	1	0	0	0
otu4824	1	0	0	0	0	0	0	0	0	0
otu4828	0	1	0	0	0	0	0	0	0	0
otu4829	0	0	0	0	0	1	0	0	0	0
otu4831	0	0	0	0	0	0	0	1	0	0
otu4832	0	0	0	0	0	0	0	0	0	1
otu4833	0	0	0	0	0	0	0	1	0	0
otu4834	0	0	1	0	0	0	0	0	0	0
otu4835	0	0	0	0	0	0	0	0	1	0
otu4836	0	0	0	0	0	0	0	0	1	0
otu4837	0	0	0	0	0	0	0	0	1	0
otu4839	0	0	1	0	0	0	0	0	0	0
otu484	0	0	0	0	0	0	1	0	0	0
otu4840	0	1	0	0	0	0	0	0	0	0
otu4841	0	0	0	1	0	0	0	0	0	0
otu4842	0	0	0	0	0	0	1	0	0	0
otu4843	0	0	1	0	0	0	0	0	0	0
otu4844	0	0	0	0	0	0	1	0	0	0
otu4845	0	0	0	0	0	0	1	0	0	0
otu4846	1	0	0	0	0	0	0	0	0	0
otu4847	0	0	0	0	0	0	1	0	0	0
otu4848	0	0	0	0	1	0	0	0	0	0
otu4851	0	0	0	0	0	0	1	0	0	0
otu4852	0	0	0	0	1	0	0	0	0	0
otu4853	0	0	0	0	1	0	0	0	0	0
otu4854	0	0	0	0	0	0	1	0	0	0
otu4856	0	0	0	1	0	0	0	0	0	0
otu4857	0	0	0	0	0	0	0	0	0	1
otu4858	0	0	0	0	0	0	0	0	1	0
otu4860	0	1	0	0	0	0	0	0	0	0
otu4861	0	0	0	0	1	0	0	0	0	0
otu4864	0	0	0	0	0	1	0	0	0	0
otu4865	0	0	0	0	1	0	0	0	0	0
otu4868	0	0	0	0	0	0	0	1	0	0
otu4869	0	0	0	0	1	0	0	0	0	0
otu4871	0	0	0	0	0	1	0	0	0	0
otu4873	0	0	0	1	0	0	0	0	0	0
otu4875	0	0	0	0	0	0	0	0	1	0
otu4876	0	0	0	0	0	0	1	0	0	0
otu4877	0	0	0	0	1	0	0	0	0	0
otu4879	0	0	0	1	0	0	0	0	0	0
otu4881	0	0	1	0	0	0	0	0	0	0
otu4882	0	0	0	1	0	0	0	0	0	0
otu4883	0	0	0	0	0	1	0	0	0	0
otu4884	0	0	1	0	0	0	0	0	0	0
otu4885	0	0	0	1	0	0	0	0	0	0
otu4887	0	0	0	0	1	0	0	0	0	0
otu4888	0	0	0	0	1	0	0	0	0	0
